"application/pidf+xml","Presence Information Data Format","PIDF","Y","H","2.16.00",2452
"application/pkcs10","PKCS Certificate / Digital ID","P7C, P10, P12, P7B",0,"L","2.00.00",924
"application/pkcs7-mime","PKCS #7 Secure MIME Message","P7M, EML, TXT",0,"M","2.22.01",1810
"application/pkcs7-mime","PKCS Certificate / Digital ID","P7C, P10, P12, P7B",0,"L","2.00.00",924
"application/pkcs7-signature","CrossePAC Compressed Archive","PAC",0,"M","2.06.00",1362
"application/pkix-cert","VeriSign Security Certificate","CER, CRT, DER, DAT, CRL",0,"M","2.07.00",615
"application/pkix-cert","x509 Security Certificate","CRT",0,"M","2.21.00",2984
"application/pkix-cert","x509v3 Security Certificate","CRT",0,"M","2.21.00",2985
"application/pkix-crl","VeriSign Security Certificate","CER, CRT, DER, DAT, CRL",0,"M","2.07.00",615
"application/postscript","Adobe PostScript Document","PS, AI","Y","H","2.23.01",301
"application/postscript","Adobe PostScript Document (PJL)","PS, PLT","Y","H","2.06.03",410
"application/postscript","Encapsulated PostScript Document","EPS, EPI, EPSF, AI, PS","Y","H","2.13.00",171
"application/postscript","Encapsulated PostScript Document (MacBinary)","EPS, EPI, EPSF, AI",0,"M","2.09.00",1732
"application/postscript","Encapsulated PostScript Preview","EPS, EPSF",0,"M","2.06.00",133
"application/prs.nprend","AutoShade Rendering / Slide","RND",0,"L","2.28.00",3823
"application/prs.plucker","Plucker Document","PDB",0,"M","2.23.00",2453
"application/rdf+xml","XML Resource Description Framework","RDF","Y","H","2.16.00",1007
"application/relax-ng-compact-syntax","Relax NG Compact Syntax File","RNC","Y","H","2.16.00",2454
"application/rtf","MS Rich Text Format Document","RTF, DOC, WRI, WBK","Y","H","2.32.01",269
"application/rtf","MS Rich Text Format Document (Mac)","RTF","Y","H","2.24.00",3299
"application/rtf","MS Rich Text Format Document (MacBinary)","RTF, DOC, WRI, WBK",0,"M","2.09.00",1756
"application/sdw","Word Pro Graphic / AMI Draw Vector Image","SDW",0,"L","2.28.00",3822
"application/sgml","Standard Generalized Markup Lang","SGML, XML",0,"M","2.21.00",1060
"application/simple-filter+xml","XML Based Filtering Format","cl, xml","Y","H","2.16.00",2455
"application/smil","Synchronized Multimedia Integrated Language","SMI, SMIL",0,"M","2.14.00",2239
"application/smil+xml","Synchronized Multimedia Integrated Language","SMI, SMIL",0,"M","2.14.00",2239
"application/step","CATIA ISO-10303 STEP Product Data","STEP, STP",0,"M","2.26.01",3607
"application/thinkdesign","thinkdesign CAD Drawing","E3","Y","H","2.27.00",3626
"application/vnd-wordperfect","WordPerfect Document","DOC, WP, WKB, WPD, WPT, WP#","Y","M","2.25.00",157
"application/vnd-wordperfect","WordPerfect Document (OLE)","DOC","Y","M","2.30.00",3965
"application/vnd.3M.Post-it-Notes","Post-it-Notes (MacBinary)","PWN",0,"M","2.16.00",2456
"application/vnd.acucobol","ACUCOBOL-GT Intermediate Object File","ACU",0,"M","2.16.00",2349
"application/vnd.adobe.xdp+xml","Acrobat XML Data Package File","XDP, XDC","Y","H","2.16.00",2458
"application/vnd.apple.install","Mac OS X Installer (MacBinary)","DIST, DISTZ, PKG, MPKG",0,"M","2.16.00",2459
"application/vnd.audiograph","AudioGraph Video (MacBinary)","DIST, DISTZ, PKG, MPKG",0,"M","2.16.00",2460
"application/vnd.book","FrameMaker Book","FM, FRM",0,"M","2.20.00",2898
"application/vnd.cinderella","Cinderella (MacBinary)","CDY",0,"M","2.16.00",2461
"application/vnd.commonspace","CommonSpace Document/Template (MacBinary)","CSP, CST",0,"M","2.16.00",2463
"application/vnd.framemaker","FrameMaker Book","FM, FRM",0,"M","2.20.00",2898
"application/vnd.framemaker","FrameMaker Document","FM, FRM",0,"M","2.04.01",730
"application/vnd.frogans.fnc","Frogans Document","FNC","Y","H","2.16.00",2465
"application/vnd.frogans.ltf","Frogans Short-cut","LTF",0,"M","2.29.00",3904
"application/vnd.fujixerox.ddd","DocuFile / EDMICS 2000","DDD",0,"M","2.16.00",2466
"application/vnd.fuzzysheet","FuzzySheet Document","FZS",0,"M","2.16.00",2467
"application/vnd.google-earth.kml+xml","Google Earth Keyhole Markup Language","KML","Y","H","2.28.00",2469
"application/vnd.google-earth.kml+xml","Google Earth Keyhole Markup Language (MacBinary)","KML",0,"M","2.16.00",2470
"application/vnd.google-earth.kmz","Google Earth Compressed Keyhole Markup Language","KMZ","Y","H","2.26.00",3526
"application/vnd.grafeq","GrafEq Document (MacBinary)","GQF, GQS",0,"M","2.16.00",2471
"application/vnd.hp-hpf","HP LaserJet Font","HPF",0,"M","2.26.00",3543
"application/vnd.hp-HPGL","HP Graphics Language Drawing","HGL, HPGL, PLT, HPG",0,"M","2.28.00",778
"application/vnd.hp-HPGL","HP Graphics Language Drawing (PJL)","HPGL, HGL, PLT","Y","H","2.06.03",841
"application/vnd.hp-hpgl","HP Plotter Language Drawing","PGL, HPGL",0,"M","2.23.00",941
"application/vnd.hp-jlyt","Job Layout Language Image","JLYT",0,"M","2.16.00",2472
"application/vnd.informix-visionary","Visionary Image","VIS",0,"M","2.16.00",2473
"application/vnd.jcp.javame.midlet-rms","Java Midlet","RMS",0,"M","2.16.00",2474
"application/vnd.kde.karbon","Karbon Document","KARBON","Y","H","2.21.00",2475
"application/vnd.kde.kchart","KChart Document","CHRT","Y","H","2.21.00",2476
"application/vnd.kde.kformula","KFormula Document","KFO","Y","H","2.21.00",2477
"application/vnd.kde.kivio","Kivio Document","FLW","Y","H","2.21.00",2478
"application/vnd.kde.kontour","Kontour Document","KON","Y","H","2.21.00",2479
"application/vnd.kde.kpresenter","KPresenter Slide Show (XML)","KPR, KPT","Y","H","2.21.00",2480
"application/vnd.kde.kspread","KSpread Document","KSP","Y","H","2.21.00",2481
"application/vnd.kde.kword","KWord Document / Template","KWD, KWT","Y","H","2.21.00",2482
"application/vnd.lotus-1-2-3","Jazz Worksheet",0,0,"M","2.31.00",4026
"application/vnd.lotus-1-2-3","Lotus 123 Ver. 1 & 1A Worksheet","WKS",0,"M","1.00.00",106
"application/vnd.lotus-1-2-3","Lotus 123 Ver. 2 / Symphony 1.1 Worksheet","WK1, WKS",0,"M","1.00.00",104
"application/vnd.lotus-1-2-3","Lotus 123 Ver. 3 & 4 Worksheet","WK3, WK4, 123, 12M",0,"M","2.07.00",105
"application/vnd.lotus-1-2-3","Lotus 123 Worksheet (MacBinary)","123, WK1, WK3, WK4",0,"M","2.16.00",2483
"application/vnd.lotus-1-2-3","Symphony 1.0 Worksheet","WKS, WRK",0,"M","1.00.00",107
"application/vnd.lotus-approach","Lotus Approach Document","APR, MPR","Y","H","2.19.00",2512
"application/vnd.lotus-freelance","Lotus Freelance Graphics 97 File","PRZ, DGM, SMC, MAS, SYM, PRE, BW, PAL",0,"M","2.28.00",976
"application/vnd.lotus-freelance","Lotus Freelance Graphics Smartmaster Look","MAS",0,"H","2.19.00",858
"application/vnd.lotus-notes","Lotus Notes Database Storage Facility","NS2, NSF, NTF, NDL, NS#, NSG, NSH",0,"M","2.13.05",900
"application/vnd.lotus-organizer","Lotus Organiser Report","REP",0,"M","2.11.00",2007
"application/vnd.lotus-organizer","Lotus Organizer File","ORG, OR2, OR3",0,"M","2.19.00",916
"application/vnd.lotus-screencam","ScreenCam Movie","SCM",0,"M","2.12.00",2109
"application/vnd.lotus-wordpro","Lotus Word Pro 96/97 Document","LWP, MWP",0,"M","2.23.00",846
"application/vnd.lotus-wordpro","Lotus Word Pro 97 Smartmaster","MWP",0,"L","2.00.00",889
"application/vnd.MFER","Medical Waveform Description","MWF",0,"M","2.16.00",2484
"application/vnd.MFER","Medical Waveform Description (MacBinary)","MWF",0,"M","2.16.00",2485
"application/vnd.mif","FrameMaker Interchange File","MIF",0,"M","2.06.00",872
"application/vnd.minisoft-hp3000-save","NetMail/3000 / DeskLink / MS92 File",0,0,"M","2.16.00",2486
"application/vnd.ms-asf","MS Windows Media Active Stream","WMV, WMA, ASF, ASR, DVR-MS",0,"H","2.19.00",1259
"application/vnd.ms-cab-compressed","MS Windows Cabinet Archive","CAB, PKG, ??Z, ??_, GDP, CDM, MSU",0,"M","2.07.00",99
"application/vnd.ms-cab-compressed","MS Windows Cabinet Archive (MacBinary)","CAB, PKG, ??Z, ??_, GDP",0,"M","2.16.00",2487
"application/vnd.ms-excel","MS Excel Chart","XLC","Y","H","2.26.00",109
"application/vnd.ms-excel","MS Excel Macro","XLM","Y","H","2.19.00",110
"application/vnd.ms-excel","MS Excel Worksheet/Template (OLE)","XLS, XLA, XLT, XLB, WWS, XLM","Y","H","2.29.01",111
"application/vnd.ms-excel","MS Excel Workspace/Workbook","XLW","Y","H","2.19.00",195
"application/vnd.ms-excel","MS Works Spreadsheet (OLE)","WLR","Y","H","2.18.00",2625
"application/vnd.ms-excel","MS Works Spreadsheet 2 for Mac","SS2, SS",0,"M","2.21.00",3010
"application/vnd.ms-excel","MS Works Spreadsheet 2 for Windows/DOS","WKS",0,"M","2.21.00",3007
"application/vnd.ms-excel","MS Works Spreadsheet 3 for Mac","SS3, SS",0,"M","2.21.00",3011
"application/vnd.ms-excel","MS Works Spreadsheet for DOS","WKS",0,"M","2.21.00",2125
"application/vnd.ms-htmlhelp","MS Windows Compiled HTML Help Module","CHM, CHI, CHQ, CHW, SLL",0,"M","2.00.00",338
"application/vnd.ms-powerpoint","MS PowerPoint Slides (MacBinary)","PPT, PPA, POT, PPS",0,"M","2.28.00",1758
"application/vnd.ms-powerpoint","MS PowerPoint Slides (OLE)","PPT, PPA, POT, PPS","Y","H","2.30.04",164
"application/vnd.ms-project","MS Project File","MPP, MPT","Y","H","2.26.00",348
"application/vnd.ms-tnef","MS Outlook Rich Text Formatted Message","EML, TNEF, DAT",0,"H","2.22.01",1811
"application/vnd.ms-works","MS Works Database (MacBinary)","WDB",0,"M","2.09.00",1740
"application/vnd.ms-works","MS Works Database (OLE)","WDB, DB","Y","H","2.27.00",567
"application/vnd.ms-works","MS Works Database 2 for Windows/DOS","WDB",0,"M","2.21.00",3005
"application/vnd.ms-works","MS Works Database 3 for Windows","WDB",0,"M","2.28.00",3006
"application/vnd.ms-works","MS Works Database Wizard","WWD, WDB","Y","H","2.26.00",2392
"application/vnd.ms-works","MS Works Document (MacBinary)","WPS",0,"M","2.09.00",1742
"application/vnd.ms-works","MS Works for DOS Document","WPS, WWP","Y","H","2.28.00",134
"application/vnd.ms-works","MS Works for Mac 2 Document","WP2",0,"M","2.19.00",2759
"application/vnd.ms-works","MS Works for Mac 3 Document","WP",0,"M","2.19.00",2758
"application/vnd.ms-works","MS Works for Mac 4 Database/Doc/Sheet (OLE)","DB4, WP4, SS4","Y","H","2.19.00",2757
"application/vnd.ms-works","MS Works for Windows 3 Document (OLE)","WPS, WWP","Y","H","2.19.00",2624
"application/vnd.ms-works","MS Works Portfolio","WSB",0,"H","2.17.00",1140
"application/vnd.ms-works","MS Works Spreadsheet (MacBinary)","WKS",0,"M","2.09.00",1741
"application/vnd.ms-works","MS Works Spreadsheet (OLE)","WLR","Y","H","2.18.00",2625
"application/vnd.ms-works","MS Works Spreadsheet 2 for Mac","SS2, SS",0,"M","2.21.00",3010
"application/vnd.ms-works","MS Works Spreadsheet 2 for Windows/DOS","WKS",0,"M","2.21.00",3007
"application/vnd.ms-works","MS Works Spreadsheet 3 for Mac","SS3, SS",0,"M","2.21.00",3011
"application/vnd.ms-works","MS Works Spreadsheet for DOS","WKS",0,"M","2.21.00",2125
"application/vnd.ms-wpl","MS Windows Media Player Playlist (XML)","WPL",0,"M","2.03.06",466
"application/vnd.ms-xpsdocument","XML Paper Specification Document (Open XML)","XPS","Y","H","2.32.00",2148
"application/vnd.music-niff","Notation Interchange File Format (Intel)","NIF, RMI",0,"M","2.14.00",2271
"application/vnd.music-niff","Notation Interchange File Format (Motorola)","NIF, RMI",0,"H","2.17.00",1926
"application/vnd.music-niff","Simple Musical Score IFF MIDI","SMU, IFF, SMUS, MUS","Y","H","1.00.00",198
"application/vnd.netfpx","FlashPix Bitmap","FPX, CPX, FMP","Y","H","2.26.00",740
"application/vnd.netfpx","FlashPix Bitmap (MacBinary)","FPX, CPX, FMP",0,"M","2.16.00",512
"application/vnd.oasis.opendocument.chart","OpenDocument Chart","ODC","Y","H","2.21.00",2488
"application/vnd.oasis.opendocument.chart-template","OpenDocument Chart Template","OTC","Y","H","2.21.00",2489
"application/vnd.oasis.opendocument.database","OpenDocument Database",0,"Y","H","2.24.00",3376
"application/vnd.oasis.opendocument.formula","OpenDocument Formula","ODF","Y","H","2.21.00",2490
"application/vnd.oasis.opendocument.formula-template","OpenDocument Formula Template","OTF","Y","H","2.21.00",2491
"application/vnd.oasis.opendocument.graphics","OpenDocument Graphics","ODG","Y","H","2.21.00",2492
"application/vnd.oasis.opendocument.graphics-template","OpenDocument Graphics Template","OTG","Y","H","2.21.00",2493
"application/vnd.oasis.opendocument.image","OpenDocument Image","ODI","Y","H","2.21.00",2494
"application/vnd.oasis.opendocument.image-template","OpenDocument Image Template","OTI","Y","H","2.21.00",2495
"application/vnd.oasis.opendocument.presentation","OpenDocument Presentation","ODP","Y","H","2.21.00",2496
"application/vnd.oasis.opendocument.presentation-template","OpenDocument Presentation Template","OTP","Y","H","2.21.00",2497
"application/vnd.oasis.opendocument.spreadsheet","OpenDocument Spreadsheet","ODS","Y","H","2.21.00",2498
"application/vnd.oasis.opendocument.spreadsheet-template","OpenDocument Spreadsheet Template","OTS","Y","H","2.21.00",2499
"application/vnd.oasis.opendocument.text","OpenDocument Office Document","ODT, O?I, O?G, O?F, O?C, O?T, OD?, OT?","Y","H","2.21.00",1499
"application/vnd.oasis.opendocument.text","OpenDocument Text","ODT","Y","H","2.21.00",2500
"application/vnd.oasis.opendocument.text-master","OpenDocument Text Master","OTM","Y","H","2.21.00",2501
"application/vnd.oasis.opendocument.text-template","OpenDocument Text Template","OTT","Y","H","2.21.00",2502
"application/vnd.oasis.opendocument.text-web","OpenDocument Text Web","OTH","Y","H","2.21.00",2503
"application/vnd.palm","Palm OS Application",0,0,"M","2.23.00",3278
"application/vnd.palm","Palm OS Application Data (MacBinary)","PDB",0,"M","2.09.00",1799
"application/vnd.palm","Palm OS Database (MacBinary)","PDB",0,"M","2.09.00",1798
"application/vnd.palm","Palm OS Database/Document","PDB",0,"M","2.07.00",1337
"application/vnd.palm","Plucker Document","PDB",0,"M","2.23.00",2453
"application/vnd.piaccess.application-licence","piAccess Mail / Link","PIL",0,"M","2.16.00",946
"application/vnd.powerbuilder6","PowerBuilder Dynamic Library","PBD, DLL",0,"M","2.03.06",927
"application/vnd.powerbuilder6","PowerBuilder Dynamic Library (MacBinary)","PBD, DLL",0,"M","2.16.00",2504
"application/vnd.powerbuilder6-s","PowerBuilder Dynamic Library","PBD, DLL",0,"M","2.03.06",927
"application/vnd.powerbuilder6-s","PowerBuilder Dynamic Library (MacBinary)","PBD, DLL",0,"M","2.16.00",2504
"application/vnd.powerbuilder7","PowerBuilder Dynamic Library","PBD, DLL",0,"M","2.03.06",927
"application/vnd.powerbuilder7","PowerBuilder Dynamic Library (MacBinary)","PBD, DLL",0,"M","2.16.00",2504
"application/vnd.powerbuilder7-s","PowerBuilder Dynamic Library","PBD, DLL",0,"M","2.03.06",927
"application/vnd.powerbuilder7-s","PowerBuilder Dynamic Library (MacBinary)","PBD, DLL",0,"M","2.16.00",2504
"application/vnd.powerbuilder75","PowerBuilder Dynamic Library","PBD, DLL",0,"M","2.03.06",927
"application/vnd.powerbuilder75","PowerBuilder Dynamic Library (MacBinary)","PBD, DLL",0,"M","2.16.00",2504
"application/vnd.powerbuilder75-s","PowerBuilder Dynamic Library","PBD, DLL",0,"M","2.03.06",927
"application/vnd.powerbuilder75-s","PowerBuilder Dynamic Library (MacBinary)","PBD, DLL",0,"M","2.16.00",2504
"application/vnd.preminet","Preminet File","PREMINET",0,"M","2.16.00",2505
"application/vnd.Quark.QuarkXPress","Quark XPress Document (MacBinary)","QXD",0,"M","2.16.00",1764
"application/vnd.Quark.QuarkXPress","Quark XPress Document/Template (English,Intel)","QXD, QXT, QWD, QWT, QXL, QXB",0,"M","2.13.00",1000
"application/vnd.Quark.QuarkXPress","Quark XPress Document/Template (English,Motorola)","QXD, QXT, QWD, QWT, QXL, QXB",0,"M","2.13.00",1439
"application/vnd.Quark.QuarkXPress","Quark XPress Document/Template (Korean,Intel)","QXD, QXT, QWD, QWT, QXL, QXB",0,"M","2.22.00",3112
"application/vnd.Quark.QuarkXPress","Quark XPress Document/Template (Korean,Motorola)","QXD, QXT, QWD, QWT, QXL, QXB",0,"M","2.22.00",3113
"application/vnd.scribus","Scribus Document","SLA, SCD, SLAZ",0,"M","2.11.00",2036
"application/vnd.sealed.csf","Brava Reader Content Sealed Format","CSF, SCSF",0,"M","2.10.00",1822
"application/vnd.seemail","SeeMail Video (MacBinary)","SEE",0,"M","2.16.00",449
"application/vnd.shana.informed.formdata","Informed Filler Form (MacBinary)","IFM",0,"M","2.16.00",474
"application/vnd.shana.informed.formtemplate","Informed Filler Template (MacBinary)","ITP",0,"M","2.16.00",475
"application/vnd.shana.informed.interchange","Informed Interchange Document (MacBinary)","IIF",0,"M","2.16.00",476
"application/vnd.shana.informed.package","Informed Package Document (MacBinary)","IPK",0,"M","2.16.00",477
"application/vnd.smaf","Synthetic Music Mobile Application Sound","MMF",0,"M","2.10.00",877
"application/vnd.sun.wadl+xml","Web Application Description Language","WADL","Y","H","2.16.00",2506
"application/vnd.unity","Unity3d Environment","UNITYWEB",0,"M","2.16.00",486
"application/vnd.visio","MS Visio 2 Document/Drawing/Shapes/Template","VSS, VSD, VST",0,"M","2.19.00",1132
"application/vnd.visio","MS Visio 3/4 Document/Drawing/Shapes/Template","VSD, VSS, VST, VT","Y","H","2.26.00",1130
"application/vnd.visio","MS Visio Report Definition","VRD",0,"H","2.15.00",2393
"application/vnd.visio","MS Visio Shape Stream","VSH",0,"H","2.29.01",3964
"application/vnd.visio","MS Visio Workspace File","VSW",0,"L","2.00.00",1133
"application/vnd.wordperfect","WordPerfect Document (MacBinary)","DOC, WP, WKB, WPD, WPT, WP#",0,"M","2.16.00",1738
"application/vnd.xara","Xara Web Document","WEB",0,"M","2.12.00",1141
"application/wordperfect5.1","WordPerfect Document","DOC, WP, WKB, WPD, WPT, WP#","Y","M","2.25.00",157
"application/wordperfect5.1","WordPerfect Document (MacBinary)","DOC, WP, WKB, WPD, WPT, WP#",0,"M","2.16.00",1738
"application/wordperfect5.1","WordPerfect Document (OLE)","DOC","Y","M","2.30.00",3965
"application/wsdl+xml","Web Service Description Language","WSDL",0,"H","2.15.00",2186
"application/x-123","Jazz Worksheet",0,0,"M","2.31.00",4026
"application/x-123","Lotus 123 Ver. 1 & 1A Worksheet","WKS",0,"M","1.00.00",106
"application/x-123","Lotus 123 Ver. 2 / Symphony 1.1 Worksheet","WK1, WKS",0,"M","1.00.00",104
"application/x-123","Lotus 123 Ver. 3 & 4 Worksheet","WK3, WK4, 123, 12M",0,"M","2.07.00",105
"application/x-123","Lotus 123 Ver. 3 Format File","FM3",0,"M","2.07.00",1433
"application/x-123","Lotus 123 Ver. 4 Format File","FMT",0,"M","2.07.00",1434
"application/x-123","Symphony 1.0 Worksheet","WKS, WRK",0,"M","1.00.00",107
"application/x-3ds","Ray Dream Studio Native Data Format","RDS, 3DS, D3D",0,"M","2.11.00",2006
"application/x-abiword","AbiWord Document","ABW",0,"M","2.07.00",1516
"application/x-abiword-compressed","AbiWord Compressed Document","ZABW, GZ",0,"M","2.22.00",1515
"application/x-acad","AutoCAD Drawing","DWG",0,"M","2.03.06",26
"application/x-ace","Ace Archive","ACE",0,"M","2.08.00",481
"application/x-ami","AMI Professional Document / Styles","SAM, AMI, STY","Y","M","2.19.00",1027
"application/x-ami","Lotus Word Pro 96/97 Document","LWP, MWP",0,"M","2.23.00",846
"application/x-amidraw","Word Pro Graphic / AMI Draw Vector Image","SDW",0,"L","2.28.00",3822
"application/x-amipro","AMI Professional Document / Styles","SAM, AMI, STY","Y","M","2.19.00",1027
"application/x-arc","Arc Archive","ARC",0,"M","2.25.00",46
"application/x-arc","PK Pak Archive","ARC, PAK",0,"M","2.25.00",20
"application/x-archive","Compiler Library (COFF)","LIB, A, AR",0,"M","2.14.00",95
"application/x-arj","Arj Archive","ARJ, A??, DSK",0,"M","2.14.00",21
"application/x-asx","MS Windows Media Player Play List","ASX",0,"M","2.17.00",2602
"application/x-autocad","AutoCAD Drawing Exchange (ASCII)","DXF",0,"M","2.03.18",73
"application/x-autocad","AutoCAD Drawing Exchange(Binary)","DXF",0,"M","2.08.00",74
"application/x-autocad_dwg","AutoCAD Drawing","DWG",0,"M","2.03.06",26
"application/x-awk","Nawk Programming Languaget","NAWK, GAWK, AWK",0,"M","2.16.00",2408
